Date,price
2015-01-02,82.59087371826172
2015-01-05,83.0947494506836
2015-01-06,83.65302276611328
2015-01-07,83.63749694824219
2015-01-08,83.29632568359375
2015-01-09,83.70722198486328
2015-01-12,84.00186920166016
2015-01-13,84.07937622070312
2015-01-14,84.4670181274414
2015-01-15,85.1880111694336
2015-01-16,84.55999755859375
2015-01-20,84.75386047363281
2015-01-21,84.35070037841797
2015-01-22,84.14141082763672
2015-01-23,84.69185638427734
2015-01-26,84.4980697631836
2015-01-27,84.61431121826172
2015-01-28,85.26560974121094
2015-01-29,84.96322631835938
2015-01-30,85.70746612548828
2015-02-02,85.60031127929688
2015-02-03,84.87812042236328
2015-02-04,85.01793670654297
2015-02-05,84.7072982788086
2015-02-06,83.75987243652344
2015-02-09,83.72113037109375
2015-02-10,83.51138305664062
2015-02-11,83.48035430908203
2015-02-12,83.51138305664062
2015-02-13,83.23178100585938
2015-02-17,82.64163970947266
2015-02-18,83.0376968383789
2015-02-19,82.82804107666016
2015-02-20,82.78141021728516
2015-02-23,83.16191101074219
2015-02-24,83.71326446533203
2015-02-25,83.79094696044922
2015-02-26,83.29395294189453
2015-02-27,83.58901977539062
2015-03-02,82.96680450439453
2015-03-03,82.78792572021484
2015-03-04,82.85008239746094
2015-03-05,82.89679718017578
2015-03-06,82.04898834228516
2015-03-09,82.43014526367188
2015-03-10,82.78013610839844
2015-03-11,82.92788696289062
2015-03-12,83.00570678710938
2015-03-13,82.88121795654297
2015-03-16,83.16899108886719
2015-03-17,83.3401107788086
2015-03-18,84.29682159423828
2015-03-19,83.900146484375
2015-03-20,84.24239349365234
2015-03-23,84.35123443603516
2015-03-24,84.6079330444336
2015-03-25,84.24239349365234
2015-03-26,83.7679214477539
2015-03-27,84.0946044921875
2015-03-30,84.08683013916016
2015-03-31,84.30461883544922
2015-04-01,84.7058334350586
2015-04-02,84.4643325805664
2015-04-06,84.57335662841797
2015-04-07,84.64344787597656
2015-04-08,84.56560516357422
2015-04-09,84.22279357910156
2015-04-10,84.19940948486328
2015-04-13,84.37081146240234
2015-04-14,84.62017059326172
2015-04-15,84.66683959960938
2015-04-16,84.72917175292969
2015-04-17,84.9005126953125
2015-04-20,84.74476623535156
2015-04-21,84.56560516357422
2015-04-22,84.0748062133789
2015-04-23,84.33186340332031
2015-04-24,84.62786865234375
2015-04-27,84.49546813964844
2015-04-28,84.10595703125
2015-04-29,83.79432678222656
2015-04-30,83.77095031738281
2015-05-01,83.31295013427734
2015-05-04,83.14125061035156
2015-05-05,83.00088500976562
2015-05-06,82.59513092041016
2015-05-07,82.94623565673828
2015-05-08,83.26612854003906
2015-05-11,82.44688415527344
2015-05-12,82.50930786132812
2015-05-13,82.40003204345703
2015-05-14,82.68099212646484
2015-05-15,83.27392578125
2015-05-18,82.71215057373047
2015-05-19,82.34549713134766
2015-05-20,82.52490234375
2015-05-21,83.01647186279297
2015-05-22,82.82920837402344
2015-05-26,83.34419250488281
2015-05-27,83.29736328125
2015-05-28,83.3753662109375
2015-05-29,83.42217254638672
2015-06-01,83.0541000366211
2015-06-02,82.4758529663086
2015-06-03,81.77253723144531
2015-06-04,82.17106628417969
2015-06-05,81.57715606689453
2015-06-08,81.69438934326172
2015-06-09,81.42863464355469
2015-06-10,81.11602783203125
2015-06-11,81.75690460205078
2015-06-12,81.71003723144531
2015-06-15,81.90534973144531
2015-06-16,82.21797180175781
2015-06-17,82.26483154296875
2015-06-18,82.20227813720703
2015-06-19,82.63994598388672
2015-06-22,81.94441223144531
2015-06-23,81.69438934326172
2015-06-24,81.93658447265625
2015-06-25,81.73348236083984
2015-06-26,81.34268188476562
2015-06-29,82.28825378417969
2015-06-30,82.06166076660156
2015-07-01,81.63275146484375
2015-07-02,81.9223403930664
2015-07-06,82.50150299072266
2015-07-07,82.72066497802734
2015-07-08,83.04940032958984
2015-07-09,82.47018432617188
2015-07-10,81.89888763427734
2015-07-13,81.67972564697266
2015-07-14,81.93802642822266
2015-07-15,82.25109100341797
2015-07-16,82.21977233886719
2015-07-17,82.22759246826172
2015-07-20,82.06320190429688
2015-07-21,82.29020690917969
2015-07-22,82.39196014404297
2015-07-23,82.72850036621094
2015-07-24,82.8067626953125
2015-07-27,83.08069610595703
2015-07-28,82.84587097167969
2015-07-29,82.72850036621094
2015-07-30,82.8224105834961
2015-07-31,83.30766296386719
2015-08-03,83.5616455078125
2015-08-04,83.13052368164062
2015-08-05,82.80914306640625
2015-08-06,83.09916687011719
2015-08-07,83.42839050292969
2015-08-10,83.08346557617188
2015-08-11,83.6322021484375
2015-08-12,83.60079956054688
2015-08-13,83.38138580322266
2015-08-14,83.29515075683594
2015-08-17,83.44403076171875
2015-08-18,83.31077575683594
2015-08-19,83.82037353515625
2015-08-20,84.0476303100586
2015-08-21,84.38470458984375
2015-08-24,84.52578735351562
2015-08-25,84.06336212158203
2015-08-26,83.54598999023438
2015-08-27,83.4989242553711
2015-08-28,83.51461029052734
2015-08-31,83.37355041503906
2015-09-01,83.74799346923828
2015-09-02,83.52031707763672
2015-09-03,83.72444915771484
2015-09-04,83.98356628417969
2015-09-08,83.614501953125
2015-09-09,83.64595794677734
2015-09-10,83.45752716064453
2015-09-11,83.67737579345703
2015-09-14,83.75587463378906
2015-09-15,83.09635162353516
2015-09-16,83.07284545898438
2015-09-17,83.76372528076172
2015-09-18,84.1562728881836
2015-09-21,83.67737579345703
2015-09-22,84.09349822998047
2015-09-23,83.99922943115234
2015-09-24,84.1248550415039
2015-09-25,83.90503692626953
2015-09-28,84.38394165039062
2015-09-29,84.67446899414062
2015-09-30,84.69012451171875
2015-10-01,84.75621032714844
2015-10-02,85.16507720947266
2015-10-05,84.69332122802734
2015-10-06,84.86626434326172
2015-10-07,84.65396118164062
2015-10-08,84.43383026123047
2015-10-09,84.4809799194336
2015-10-12,84.76405334472656
2015-10-13,84.84271240234375
2015-10-14,85.30657958984375
2015-10-15,85.01569366455078
2015-10-16,84.94490051269531
2015-10-19,84.9056167602539
2015-10-20,84.61466217041016
2015-10-21,84.9056167602539
2015-10-22,84.99210357666016
2015-10-23,84.5124282836914
2015-10-26,84.73259735107422
2015-10-27,84.94490051269531
2015-10-28,84.50455474853516
2015-10-29,83.98562622070312
2015-10-30,84.15071868896484
2015-11-02,83.9089584350586
2015-11-03,83.68846893310547
2015-11-04,83.60188293457031
2015-11-05,83.5467300415039
2015-11-06,82.97966766357422
2015-11-09,82.83792114257812
2015-11-10,82.99549102783203
2015-11-11,82.95612335205078
2015-11-12,83.00333404541016
2015-11-13,83.3183364868164
2015-11-16,83.4285659790039
2015-11-17,83.40499877929688
2015-11-18,83.36556243896484
2015-11-19,83.5467300415039
2015-11-20,83.43646240234375
2015-11-23,83.5467300415039
2015-11-24,83.62551879882812
2015-11-25,83.67276763916016
2015-11-27,83.75935363769531
2015-11-30,83.79088592529297
2015-12-01,84.23648834228516
2015-12-02,83.99988555908203
2015-12-03,83.1164779663086
2015-12-04,83.42411804199219
2015-12-07,83.6922607421875
2015-12-08,83.73957061767578
2015-12-09,83.86579132080078
2015-12-10,83.68437194824219
2015-12-11,84.35481262207031
2015-12-14,83.73171997070312
2015-12-15,83.51878356933594
2015-12-16,83.29785919189453
2015-12-17,83.64496612548828
2015-12-18,83.94464874267578
2015-12-21,83.98408508300781
2015-12-22,83.74748229980469
2015-12-23,83.55818176269531
2015-12-24,83.71144104003906
2015-12-28,83.72720336914062
2015-12-29,83.28485107421875
2015-12-30,83.31643676757812
2015-12-31,83.41121673583984
2016-01-04,83.76667785644531
2016-01-05,83.74304962158203
2016-01-06,84.24858093261719
2016-01-07,84.43028259277344
2016-01-08,84.6435317993164
2016-01-11,84.3749771118164
2016-01-12,84.75414276123047
2016-01-13,85.08597564697266
2016-01-14,84.91212463378906
2016-01-15,85.3071517944336
2016-01-19,85.19654083251953
2016-01-20,85.61520385742188
2016-01-21,85.40192413330078
2016-01-22,85.21233367919922
2016-01-25,85.49673461914062
2016-01-26,85.55986785888672
2016-01-27,85.62310028076172
2016-01-28,85.73369598388672
2016-01-29,86.19190216064453
2016-02-01,85.9933090209961
2016-02-02,86.60250091552734
2016-02-03,86.50753784179688
2016-02-04,86.71319580078125
2016-02-05,86.82402038574219
2016-02-08,87.47266387939453
2016-02-09,87.488525390625
2016-02-10,87.74956512451172
2016-02-11,88.15304565429688
2016-02-12,87.48060607910156
2016-02-16,87.21952819824219
2016-02-17,87.00592803955078
2016-02-18,87.40940856933594
2016-02-19,87.40940856933594
2016-02-22,87.32234954833984
2016-02-23,87.49638366699219
2016-02-24,87.49638366699219
2016-02-25,87.75749969482422
2016-02-26,87.33028411865234
2016-02-29,87.47266387939453
2016-03-01,86.78902435302734
2016-03-02,86.63842010498047
2016-03-03,86.7414779663086
2016-03-04,86.44835662841797
2016-03-07,86.27408599853516
2016-03-08,86.77310180664062
2016-03-09,86.43245697021484
2016-03-10,86.12351989746094
2016-03-11,85.87796783447266
2016-03-14,85.94131469726562
2016-03-15,85.92546081542969
2016-03-16,86.37702941894531
2016-03-17,86.47205352783203
2016-03-18,86.62259674072266
2016-03-21,86.37702941894531
2016-03-22,86.1948013305664
2016-03-23,86.59089660644531
2016-03-24,86.50377655029297
2016-03-28,86.63056945800781
2016-03-29,87.21678161621094
2016-03-30,87.09797668457031
2016-03-31,87.41485595703125
2016-04-01,87.38945007324219
2016-04-04,87.49260711669922
2016-04-05,87.84172821044922
2016-04-06,87.65129852294922
2016-04-07,88.10357666015625
2016-04-08,87.96866607666016
2016-04-11,87.9528579711914
