Date,price
2015-01-02,94.66505432128906
2015-01-05,93.27644348144531
2015-01-06,92.02578735351562
2015-01-07,93.21208190917969
2015-01-08,94.99613952636719
2015-01-09,94.37077331542969
2015-01-12,93.38677978515625
2015-01-13,93.35920715332031
2015-01-14,92.84420776367188
2015-01-15,91.6395492553711
2015-01-16,92.71550750732422
2015-01-20,93.451171875
2015-01-21,93.92937469482422
2015-01-22,95.66744995117188
2015-01-23,95.87896728515625
2015-01-26,95.76859283447266
2015-01-27,93.28564453125
2015-01-28,92.80743408203125
2015-01-29,93.6994400024414
2015-01-30,92.97298431396484
2015-02-02,93.78224182128906
2015-02-03,94.6834487915039
2015-02-04,94.6007080078125
2015-02-05,95.41914367675781
2015-02-06,94.83981323242188
2015-02-09,94.53633117675781
2015-02-10,96.00770568847656
2015-02-11,96.35714721679688
2015-02-12,97.4791030883789
2015-02-13,98.31594848632812
2015-02-17,98.40790557861328
2015-02-18,98.54583740234375
2015-02-19,99.03323364257812
2015-02-20,99.69535827636719
2015-02-23,99.7965087890625
2015-02-24,99.87007141113281
2015-02-25,99.62178802490234
2015-02-26,100.1275634765625
2015-02-27,99.68614959716797
2015-03-02,100.58735656738281
2015-03-03,100.11840057373047
2015-03-04,99.73213195800781
2015-03-05,99.90687561035156
2015-03-06,98.7757339477539
2015-03-09,99.06082153320312
2015-03-10,97.22160339355469
2015-03-11,96.6606216430664
2015-03-12,97.295166015625
2015-03-13,96.87213134765625
2015-03-16,98.12279510498047
2015-03-17,98.27914428710938
2015-03-18,99.24473571777344
2015-03-19,99.39187622070312
2015-03-20,100.03524017333984
2015-03-23,99.8416976928711
2015-03-24,99.48220825195312
2015-03-25,97.20553588867188
2015-03-26,96.87371063232422
2015-03-27,97.26084899902344
2015-03-30,98.37613677978516
2015-03-31,97.33458709716797
2015-04-01,96.82763671875
2015-04-02,96.89215087890625
2015-04-06,97.68482208251953
2015-04-07,97.5189208984375
2015-04-08,98.29317474365234
2015-04-09,98.91072845458984
2015-04-10,99.3162841796875
2015-04-13,99.06745147705078
2015-04-14,98.7817153930664
2015-04-15,99.3992691040039
2015-04-16,99.26097869873047
2015-04-17,97.7125015258789
2015-04-20,99.17804718017578
2015-04-21,99.60205841064453
2015-04-22,100.14585876464844
2015-04-23,100.52378845214844
2015-04-24,101.88793182373047
2015-04-27,101.62983703613281
2015-04-28,101.42705535888672
2015-04-29,100.79105377197266
2015-04-30,99.20567321777344
2015-05-01,100.51457214355469
2015-05-04,100.68045043945312
2015-05-05,99.0397720336914
2015-05-06,98.35772705078125
2015-05-07,98.94759368896484
2015-05-08,100.1827392578125
2015-05-11,99.79559326171875
2015-05-12,99.34394073486328
2015-05-13,99.54673767089844
2015-05-14,101.00303649902344
2015-05-15,101.00303649902344
2015-05-18,101.44551849365234
2015-05-19,101.33489227294922
2015-05-20,101.39938354492188
2015-05-21,101.9248046875
2015-05-22,101.82341766357422
2015-05-26,100.65278625488281
2015-05-27,102.27503967285156
2015-05-28,102.04463195800781
2015-05-29,101.43624877929688
2015-06-01,101.7773208618164
2015-06-02,101.45470428466797
2015-06-03,101.75885772705078
2015-06-04,100.9846420288086
2015-06-05,100.74497985839844
2015-06-08,99.72185516357422
2015-06-09,99.55591583251953
2015-06-10,100.92012023925781
