Date,rolling_mdd
2022-08-08,-0.17783511582026
2022-08-09,-0.17783511582026001
2022-08-10,-0.1778351158202601
2022-08-11,-0.17783511582026013
2022-08-12,-0.17783511582026004
2022-08-15,-0.17783511582026001
2022-08-16,-0.17783511582026007
2022-08-17,-0.17783511582026004
2022-08-18,-0.17783511582026004
2022-08-19,-0.17783511582026
2022-08-22,-0.17783511582026013
2022-08-23,-0.17783511582026004
2022-08-24,-0.17783511582026013
2022-08-25,-0.17783511582025996
2022-08-26,-0.17783511582026001
2022-08-29,-0.1778351158202601
2022-08-30,-0.17783511582025996
2022-08-31,-0.17783511582026013
2022-09-01,-0.17783511582026013
2022-09-02,-0.17783511582026001
2022-09-06,-0.17783511582026007
2022-09-07,-0.1792787160890592
2022-09-08,-0.1792787160890593
2022-09-09,-0.17927871608905932
2022-09-12,-0.1792787160890592
2022-09-13,-0.17927871608905918
2022-09-14,-0.17927871608905926
2022-09-15,-0.17927871608905913
2022-09-16,-0.18001218608143704
2022-09-19,-0.18324661899971423
2022-09-20,-0.1832466189997143
2022-09-21,-0.1881761821011756
2022-09-22,-0.19241077782906008
2022-09-23,-0.20023819920424024
2022-09-26,-0.21249366605370146
2022-09-27,-0.22369005475910989
2022-09-28,-0.22843293035731796
2022-09-29,-0.22843293035731801
2022-09-30,-0.2284329303573181
2022-10-03,-0.22843293035731793
2022-10-04,-0.22843293035731807
2022-10-05,-0.22843293035731796
2022-10-06,-0.22843293035731793
2022-10-07,-0.22843293035731804
2022-10-10,-0.22843293035731807
2022-10-11,-0.2284329303573179
2022-10-12,-0.22972487456950652
2022-10-13,-0.22985423841314953
2022-10-14,-0.22985423841314956
2022-10-17,-0.23555300904756546
2022-10-18,-0.23555300904756554
2022-10-19,-0.23555300904756538
2022-10-20,-0.23555300904756554
2022-10-21,-0.23555300904756532
2022-10-24,-0.23555300904756546
2022-10-25,-0.2355530090475655
2022-10-26,-0.23555300904756543
2022-10-27,-0.23555300904756543
2022-10-28,-0.2355530090475655
2022-10-31,-0.2355530090475655
2022-11-01,-0.2355530090475654
2022-11-02,-0.23555300904756546
2022-11-03,-0.23555300904756551
2022-11-04,-0.23555300904756554
2022-11-07,-0.23555300904756554
2022-11-08,-0.2355530090475655
2022-11-09,-0.23555300904756543
2022-11-10,-0.23449750407493913
2022-11-11,-0.2344975040749392
2022-11-14,-0.2344975040749393
2022-11-15,-0.23449750407493913
2022-11-16,-0.23449750407493916
2022-11-17,-0.23449750407493916
2022-11-18,-0.23449750407493916
2022-11-21,-0.23449750407493908
2022-11-22,-0.2344975040749391
2022-11-23,-0.23449750407493913
2022-11-25,-0.23449750407493916
2022-11-28,-0.23449750407493922
2022-11-29,-0.23449750407493908
2022-11-30,-0.23449750407493916
2022-12-01,-0.23449750407493905
2022-12-02,-0.23449750407493922
2022-12-05,-0.23449750407493908
2022-12-06,-0.23449750407493902
2022-12-07,-0.2344975040749392
2022-12-08,-0.23449750407493905
2022-12-09,-0.2344975040749391
2022-12-12,-0.23449750407493924
2022-12-13,-0.23449750407493916
2022-12-14,-0.23449750407493913
2022-12-15,-0.23449750407493913
2022-12-16,-0.23449750407493916
2022-12-19,-0.2344975040749391
2022-12-20,-0.2344975040749392
2022-12-21,-0.23449750407493913
2022-12-22,-0.23449750407493908
2022-12-23,-0.23449750407493908
2022-12-27,-0.23449750407493913
2022-12-28,-0.23306778377732967
2022-12-29,-0.23275668252351325
2022-12-30,-0.2327566825235133
2023-01-03,-0.23184633807767988
2023-01-04,-0.22930516948817464
2023-01-05,-0.22893232752305062
2023-01-06,-0.2260987069977881
2023-01-09,-0.22609870699778814
2023-01-10,-0.22609870699778817
2023-01-11,-0.22609870699778806
2023-01-12,-0.22609870699778822
2023-01-13,-0.22609870699778808
2023-01-17,-0.22058833585765789
2023-01-18,-0.2188074080550117
2023-01-19,-0.21179639814248283
2023-01-20,-0.21179639814248283
2023-01-23,-0.21179639814248274
2023-01-24,-0.21179639814248277
2023-01-25,-0.21179639814248277
2023-01-26,-0.21179639814248277
2023-01-27,-0.21179639814248294
2023-01-30,-0.21179639814248297
2023-01-31,-0.21179639814248286
2023-02-01,-0.21179639814248288
2023-02-02,-0.21179639814248274
2023-02-03,-0.21179639814248272
2023-02-06,-0.20983276391394007
2023-02-07,-0.20983276391394007
2023-02-08,-0.2098327639139401
